academicfield:news	academic_program_at_university	university:college
chemical:petroleum	chemical_is_type_of_chemical	chemical:fuels
chemical:oxide	chemical_is_type_of_chemical	chemical:emissions
chemical:dioxide	chemical_is_type_of_chemical	chemical:wastes
chemical:dioxide	chemical_is_type_of_chemical	chemical:carbon_atom
chemical:water	chemical_is_type_of_chemical	visualizablething:solvent
chemical:water	chemical_is_type_of_chemical	drug:sodium_chloride
visualizablething:glucose	chemical_is_type_of_chemical	chemical:carbon
chemical:water	chemical_is_type_of_chemical	chemical:monochloramine
chemical:dioxin	chemical_is_type_of_chemical	chemical:organochlorines
chemical:carbon	chemical_is_type_of_chemical	chemical:dioxygen
chemical:water	chemical_is_type_of_chemical	chemical:acrylamide
chemical:emissions	chemical_is_type_of_chemical	chemical:terms
chemical:water	chemical_is_type_of_chemical	drug:doxycycline
chemical:water	chemical_is_type_of_chemical	visualizablething:colorants
chemical:water	chemical_is_type_of_chemical	chemical:carboxylic_acids
chemical:water	chemical_is_type_of_chemical	chemical:high_concentrations
chemical:water	chemical_is_type_of_chemical	chemical:chlorides
drug:selenium	chemical_is_type_of_chemical	chemical:zinc_pyrithione
chemical:water	chemical_is_type_of_chemical	chemical:carcinogen
city:jakarta	city_capital_of_country	country:republic
city:arkansas	city_lies_on_river	river:buffalo_national
city:florence	city_lies_on_river	river:arno_river
city:san_antonio	city_lies_on_river	river:nueces
city:minneapolis	city_lies_on_river	river:mississippi_river
city:carbondale	city_lies_on_river	skiarea:roaring_fork
city:oxford	city_lies_on_river	river:thames
city:orleans	city_lies_on_river	river:mississippi_river
city:calgary	city_lies_on_river	river:bow
city:delhi	city_lies_on_river	river:yamuna
city:greenville	city_lies_on_river	river:reedy
city:fort_collins	city_lies_on_river	river:cache_la_poudre
county:berkshire	city_lies_on_river	river:thames
city:fort_collins	city_lies_on_river	river:poudre
city:athens	city_lies_on_river	river:oconee
city:stillwater	city_lies_on_river	river:hudson
city:edmonton	city_lies_on_river	river:north_saskatchewan
city:orleans	city_lies_on_river	river:loire
city:princeton	city_lies_on_river	river:similkameen
city:terre_haute	city_lies_on_river	river:wabash
city:florence	city_lies_on_river	river:siuslaw
city:delhi	city_lies_on_river	river:ganges
county:kansas_city	city_lies_on_river	geopoliticallocation:kaw
city:orleans	city_lies_on_river	river:lower_mississippi
city:baltimore	city_lies_on_river	skiarea:patapsco
city:florence	city_lies_on_river	river:arno
city:raleigh	city_lies_on_river	river:neuse
city:pocatello	city_lies_on_river	river:portneuf
city:delhi	city_lies_on_river	river:jamuna
city:port_moresby	city_located_in_country	country:papua_new_guinea
city:austin	city_located_in_country	country:republic
city:manchester	city_located_in_country	country:the_united_kingdom
city:athens	city_located_in_geopolitical_location	country:greece
city:saint_paul	city_located_in_geopolitical_location	city:mn
city:baltimore	city_located_in_geopolitical_location	stateorprovince:md
city:detroit	city_located_in_geopolitical_location	geopoliticallocation:wayne
city:nashville	city_located_in_geopolitical_location	country:tn
city:fort_worth	city_located_in_geopolitical_location	geopoliticallocation:north_texas
city:kalispell	city_located_in_state	stateorprovince:montana
city:calgary	city_located_in_state	stateorprovince:southern_alberta
city:appleton	city_located_in_state	stateorprovince:wisconsin
city:carbondale	city_located_in_state	stateorprovince:southern_illinois
city:louisville	city_located_in_state	stateorprovince:kentucky
city:san_antonio	city_located_in_state	stateorprovince:tx
city:baltimore	city_located_in_state	stateorprovince:maryland
city:charleston	city_located_in_state	stateorprovince:south_carolina
city:worcester	city_located_in_state	stateorprovince:maryland
city:houghton	city_located_in_state	stateorprovince:michigan
city:missoula	city_located_in_state	stateorprovince:montana
city:ann_arbor	city_located_in_state	stateorprovince:mi
city:greenville	city_located_in_state	stateorprovince:south_carolina
city:laramie	city_located_in_state	stateorprovince:wyoming
city:saginaw	city_located_in_state	stateorprovince:michigan
city:oak_ridge	city_located_in_state	stateorprovince:tennessee
city:houston	city_located_in_state	stateorprovince:tx
coach:michel_therrien	coach_won_trophy	awardtrophytournament:stanley_cup_finals
coach:claude_julien	coach_won_trophy	awardtrophytournament:division
athlete:larry_robinson	coach_won_trophy	awardtrophytournament:stanley_cup
coach:rick_neuheisel	coach_won_trophy	awardtrophytournament:division
coach:ara_parseghian	coaches_in_league	sportsleague:college_football
coach:frank_beamer	coaches_in_league	sportsleague:ncaa_football
coach:knute_rockne	coaches_in_league	sportsleague:college_football
coach:al_arbour	coaches_in_league	sportsleague:nhl
coach:marc_iavaroni	coaches_in_league	sportsleague:nba
coach:gregg_popovich	coaches_in_league	sportsleague:nba
coach:jerry_sloan	coaches_in_league	sportsleague:nba
athlete:vinny_del_negro	coaches_in_league	sportsleague:nba
coach:jeff_fisher	coaches_team	sportsteam:titans
athlete:herman_edwards	coaches_team	sportsteam:kansas_city_chiefs
coach:bob_hartley	coaches_team	sportsteam:atlanta_thrashers
coach:denis_savard	coaches_team	sportsteam:blackhawks
male:bobby_bowden	coaches_team	sportsteam:seminoles
coach:joe_novak	coaches_team	sportsteam:niu
coach:tony_dungy	coaches_team	sportsteam:colts
coach:don_nelson	coaches_team	sportsteam:golden_state_warriors
coach:rick_neuheisel	coaches_team	sportsteam:ucla
coach:tom_o_brien	coaches_team	sportsteam:boston_college
coach:gary_patterson	coaches_team	sportsteam:texas_christian_university
coach:frank_beamer	coaches_team	sportsteam:hokies
coach:bronco_mendenhall	coaches_team	sportsteam:byu
coach:nick_saban	coaches_team	sportsteam:alabama_crimson_tide
coach:randy_wittman	coaches_team	sportsteam:timberwolves
coach:barry_melrose	coaches_team	sportsteam:tampa_bay_lightning
coach:mike_riley	coaches_team	sportsteam:oregon_state_beavers
coach:pat_hill	coaches_team	sportsteam:fresno_state_bulldogs
coach:cheeks	coaches_team	sportsteam:sixers
coach:byron_scott	coaches_team	sportsteam:new_orleans_hornets
coach:gary_kubiak	coaches_team	sportsteam:texans
coach:randy_walker	coaches_team	sportsteam:northwestern
personnorthamerica:frank_leahy	coaches_team	sportsteam:notre_dame
coach:philip_rivers	coaches_team	sportsteam:tennessee_volunteers
coach:tim_murphy	coaches_team	sportsteam:harvard_divinity_school
coach:bill_tierney	coaches_team	sportsteam:princeton_theological_seminary
coach:al_arbour	coaches_team	sportsteam:leafs
coach:paul_wulff	coaches_team	sportsteam:washington_state
coach:jerry_sloan	coaches_team	sportsteam:utah_jazz
coach:jim_zorn	coaches_team	sportsteam:redskins
coach:johnny_dawkins	coaches_team	sportsteam:stanford
coach:cowher	coaches_team	sportsteam:steelers
coach:paul_rhoads	coaches_team	sportsteam:iowa_state
coach:carroll	coaches_team	sportsteam:usc
athlete:mike_smith	coaches_team	sportsteam:falcons
coach:reggie_theus	coaches_team	sportsteam:sacramento_kings
coach:dennis_franchione	coaches_team	sportsteam:texas_a_m
coach:marc_iavaroni	coaches_team	sportsteam:memphis_grizzlies
coach:chris_petersen	coaches_team	sportsteam:boise_state_broncos
coach:stan_parrish	coaches_team	sportsteam:ball_state_university
coach:j_d__brookhart	coaches_team	sportsteam:akron_pros
athlete:vinny_del_negro	coaches_team	sportsteam:chicago_bulls
coach:glen_hanlon	coaches_team	sportsteam:capitals
company:bbc	company_also_known_as	company:british_broadcasting_corp_
biotechcompany:apple	company_economic_sector	economicsector:computer
blog:standard	company_economic_sector	economicsector:insurance_policies
company:ryanair001	company_economic_sector	economicsector:budget
company:cnn__msnbc	company_economic_sector	academicfield:news
company:yahoo001	company_economic_sector	economicsector:internet
company:bbc	company_economic_sector	academicfield:news
website:new_york_times	company_economic_sector	academicfield:news
biotechcompany:apple	company_economic_sector	economicsector:consumer_electronics
company:post	company_economic_sector	academicfield:news
magazine:u_s__news___world_report	company_economic_sector	academicfield:news
politicsblog:guardian	company_economic_sector	academicfield:news
company:british_broadcasting_corp_	company_economic_sector	academicfield:news
biotechcompany:apple	company_economic_sector	economicsector:electronics
blog:standard	company_economic_sector	politicsissue:research
newspaper:alabama	company_economic_sector	economicsector:insurance_coverage
company:fox	company_economic_sector	academicfield:news
website:new_york_times	company_economic_sector	academicfield:business
newspaper:london_evening_standard	competes_with	newspaper:daily
company:priority	competes_with	bank:express_mail
bank:ups	competes_with	bank:usps_global_priority
company:priority	competes_with	bank:priority_mail
bank:usps	competes_with	company:priority
bank:global_priority	competes_with	bank:express_mail
newspaper:tribune	competes_with	newspaper:st___paul_pioneer_press
newspaper:daily	competes_with	newspaper:sunday_telegraph
bank:usps	competes_with	bank:fed_ex
newspaper:daily	competes_with	company:chronicle001
newspaper:daily	competes_with	website:sydney_morning_herald
newspaper:daily	competes_with	company:express
company:post	competes_with	newspaper:daily
bank:ups	competes_with	company:priority
company:express	competes_with	televisionstation:daily_mail
company:post	competes_with	newspaper:dallas_morning
newspaper:financial_times	competes_with	newspaper:daily
newspaper:daily_star	competes_with	newspaper:daily
company:express	competes_with	company:sun
bank:usps_global_priority	competes_with	bank:ups
bank:global_priority	competes_with	bank:usps_global_priority
newspaper:daily	competes_with	company:bbc
newspaper:tribune	competes_with	newspaper:macomb_daily
newspaper:the_new_york_sun	competes_with	newspaper:daily
newspaper:daily_express	competes_with	newspaper:daily
company:express	competes_with	newspaper:daily
newspaper:daily	competes_with	newspaper:tribune
politicsblog:star	competes_with	blog:sun
company:express	competes_with	winery:federal_express
newspaper:daily	competes_with	website:the_washington_times
newspaper:daily	competes_with	newspaper:london_evening_standard
company:express	competes_with	newspaper:daily_telegraph
bank:usps	competes_with	bank:international_priority_mail
bank:international_priority_mail	competes_with	bank:usps_global_priority
magazine:fedex	competes_with	company:priority
company:usps_global	competes_with	company:express
newspaper:herald	competes_with	newspaper:daily
bank:express_mail	competes_with	company:global
bank:global_priority	competes_with	company:priority
newspaper:daily	competes_with	company:post
newspaper:dallas_morning	competes_with	company:post
website:times_newspapers	competes_with	newspaper:daily
bank:express_mail	competes_with	bank:usps_global_priority
company:priority	competes_with	bank:dhl
bank:usps_global_priority	competes_with	bank:usps
bank:international_priority_mail	competes_with	bank:usps
company:global	competes_with	bank:express_mail
company:yahoo001	competes_with	biotechcompany:apple
company:yahoo001	competes_with	company:live001
bank:express_mail	competes_with	company:usps_global
newspaper:daily	competes_with	newspaper:the_new_york_sun
newspaper:daily	competes_with	website:the_independent
newspaper:st___paul_pioneer_press	competes_with	newspaper:tribune
company:express	competes_with	bank:usps_global_priority
bank:ups	competes_with	bank:priority_mail
website:new_york_times	competes_with	newspaper:daily
televisionstation:daily_mail	competes_with	newspaper:daily
newspaper:sunday_telegraph	competes_with	newspaper:daily
newspaper:daily	competes_with	blog:sun
politicsblog:guardian	competes_with	newspaper:weekly
company:priority	competes_with	company:express
company:usps_global	competes_with	bank:express_mail
bank:usps	competes_with	bank:usps_global_priority
company:priority	competes_with	magazine:fedex
company:live001	competes_with	company:yahoo001
newspaper:daily	competes_with	newspaper:daily_mirror
company:priority	competes_with	bank:usps
bank:priority_mail	competes_with	bank:ups
bank:ups	competes_with	company:express
bank:international_priority_mail	competes_with	company:express
company:express	competes_with	bank:express_mail
bank:usps	competes_with	bank:ups
company:yahoo001	competes_with	radiostation:mobile
bank:express_mail	competes_with	bank:usps
bank:priority_mail	competes_with	company:express
bank:usps_global_priority	competes_with	company:express
politicsblog:guardian	competes_with	newspaper:tribune
bank:usps_global_priority	competes_with	bank:express_mail
bank:dhl	competes_with	bank:usps
company:priority	competes_with	bank:fed_ex
company:sun	competes_with	newspaper:daily
bank:fed_ex	competes_with	company:express
bank:ups_air	competes_with	company:express
company:priority	competes_with	bank:ups
bank:ups	competes_with	bank:dhl
bank:usps	competes_with	bank:priority_mail
company:post	competes_with	company:fox
newspaper:independent	competes_with	newspaper:daily
company:express	competes_with	bank:global_priority
company:express	competes_with	bank:usps
bank:dhl	competes_with	company:express
politicsblog:guardian	competes_with	newspaper:daily
bank:usps	competes_with	company:express
company:express	competes_with	bank:fed_ex
bank:ups	competes_with	bank:express_mail
company:express	competes_with	bank:ups_air
bank:usps	competes_with	bank:express_mail
politicsblog:star	competes_with	company:prothom_alo
country:philippines	country_also_known_as	country:republic
country:ivory_coast	country_also_known_as	country:democratic_republic_of_congo
country:namibia	country_also_known_as	country:democratic_republic_of_congo
country:democratic_republic_of_congo	country_also_known_as	country:zambia
country:republic	country_also_known_as	country:oman
country:egypt	country_also_known_as	country:democratic_republic_of_congo
country:republic	country_also_known_as	country:rwanda
country:republic_of_angola	country_also_known_as	country:republic
country:republic	country_also_known_as	country:zambia
country:republic	country_also_known_as	country:burundi
country:tunisia	country_also_known_as	country:republic
country:pakistan	country_also_known_as	country:republic
country:bahrain	country_also_known_as	country:republic
country:costa_rica	country_also_known_as	country:republic
country:republic_of_lithuania	country_also_known_as	country:republic
country:republic	country_also_known_as	country:republic_of_paraguay
country:republic_of_guatemala	country_also_known_as	country:republic
country:somalia	country_also_known_as	country:republic
country:republic	country_also_known_as	country:guinea
country:republic	country_also_known_as	country:senegal
country:republic	country_also_known_as	country:macedonia
country:republic	country_also_known_as	country:greece
country:burundi	country_also_known_as	country:republic
country:republic	country_also_known_as	country:puerto_rico
country:republic	country_also_known_as	country:qatar
country:uzbekistan	country_also_known_as	country:republic
country:bosnia_herzegovina	country_also_known_as	country:bulgaria
